wetlandtypecode,vyear,grouptypecode,ecramid,cramver,wetlandclass,wetlandsubclass,wetlandtypedisplay,wetlandtyperowid,userid,userid_updatedby,aaname,projectname,assessmentareaid,projectid,visitdate,createdate,lastupdate,practitioners,practitionerother,aacategorydesc,aacomment,legacygid,programcode,centroidlong,centroidlat,aasize_ha,county,ecoregion,aageomcomment,ispublic,isnottest,indexscore,buffer_landscape_cont,hydrology,physical_structure,biotic_structure,bankfulwidth,average_aa_width,length,upstreamlatitude,upstreamlongitude,downstreamlatitude,downstreamlongitude,datum,flowingwater_riverine,hydroregime_riverine,channelform_riverine,tidalstage_riverine,tidalstage_estuarine,mouthcondition,encompass_estuarine,wetlandorigindesc,managetypes,depressionaltypedesc,encompass_depressional,hydrostate_depressional,hydroregime_depressional,connectstreamfloodplain,definedoutlet,definedinlet,inletoutletsamelocation,distincttopobasin,vpcategorydesc,surfacewater,hydrodescription,peatsoils,encompass_slope,hydrostate_slope,hydroregime_slope
rnc,2013,sa,3475,6.1,riverine,non-confined,riverine non-confined,5,131,,Butte Creek,SWB_PSA_2013,520PS0455,SWAMP_PSA_2013,2013/07/22,2014/02/20 08:20:00,2019/12/06 09:16:00.076,"Sean Mundell (lead practitioner), Billy Jakl (other practitioner)",,ambient,,,SWAMP,-121.77282,39.70362,1.51783,Butte,sacramento valley,,1,1,70,75.00,58.33,87.50,61.11,31.17,,200,39.70428,-121.77276,39.70306,-121.77398,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3476,6.1,riverine,non-confined,riverine non-confined,5,131,,Big Sur River,SWB_PSA_2013,308PS0204,SWAMP_PSA_2013,2013/07/12,2014/02/20 08:54:11,2019/12/06 09:16:00.076,"Sean Mundell (lead practitioner), Billy Jakl (other practitioner)",,ambient,,,SWAMP,-121.78924,36.25899,0.50184,Monterey,central coast,,1,1,79,96.54,75.00,75.00,69.44,10.17,,150,36.2583,-121.78918,36.25947,-121.78973,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,sa,3480,6.1,riverine,confined,riverine confined,4,208,,,Laguna 2013,RS027,,2013/08/16,2014/02/27 09:31:18,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,Culvert on right bank d/s point <br />,,General,-122.71049,38.37217,0.16036,Sonoma,bay/delta,,1,1,57,70.42,66.67,37.50,52.78,5,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3482,6.1,riverine,non-confined,riverine non-confined,5,208,,Laughlin Road channel,Laguna 2013,RS013,,2013/08/16,2014/02/27 09:34:32,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,"Moved dot downstream about 40m; culvert at upstream end; questions about upstream vs downstream<br />",,General,-122.80238,38.50057,0.06478,Sonoma,bay/delta,,1,1,55,37.50,66.67,50.00,66.67,1.37,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3483,6.1,riverine,non-confined,riverine non-confined,5,208,,Matanzas Creek,Laguna 2013,RS003,,2013/08/16,2014/02/27 09:57:07,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,"Concrete wall on right bank; several homeless camps<br />",,General,-122.68252,38.43800,0.13813,Sonoma,bay/delta,,1,1,65,79.75,58.33,50.00,72.22,9.2,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3487,6.1,riverine,non-confined,riverine non-confined,5,127,,Windsock Ditch,Laguna 2013,RS041,,2013/08/20,2014/02/27 10:22:45,2019/12/06 11:11:42.268,Chad Roberts (other practitioner),,ambient,"Ditch with material cast to the; drains depressions on the east into depressions on the west; bottom of the AA is where the channel begins to spread/fan<br />",,General,-122.81288,38.50985,0.09855,Sonoma,bay/delta,,1,1,64,85.38,75.00,50.00,44.44,2,,100,,,,,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3488,6.1,riverine,non-confined,riverine non-confined,5,127,,Airport West Ditch,Laguna 2013,RS037,,2013/08/20,2014/02/27 10:41:23,2019/12/06 11:11:42.268,Chad Roberts (other practitioner),,ambient,"Includes the top of the slope on the rights bank, top of slope plus 2m of high terrace on the left bank<br />",,General,-122.82550,38.50893,0.02661,Sonoma,bay/delta,,1,1,59,82.92,75.00,37.50,38.89,2,,100,,,,,,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,sa,3489,6.1,riverine,confined,riverine confined,4,127,,County Offices - Paulin Creek,Laguna 2013,RS023,,2013/08/13,2014/02/27 11:06:09,2019/12/06 11:11:42.268,Chad Roberts (other practitioner),,ambient,"Moved the AA upstream from the dot because the walls kept the channel confined; the dot is in an unconfined portion. AA includes all vegetation at the top of the left bank.<br />",,General,-122.72363,38.46383,0.23711,Sonoma,bay/delta,,1,1,57,27.38,66.67,62.50,72.22,3.5,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3498,6.1,riverine,non-confined,riverine non-confined,5,208,,Brown Farm Riverine,Laguna 2013,RS040,,2013/08/29,2014/02/27 12:37:22,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,"Lots of birds; spiders; surprisingly nice <br />",,General,-122.80521,38.40064,0.13793,Sonoma,bay/delta,,1,1,72,93.29,66.67,50.00,77.78,3.16,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,sa,3499,6.1,riverine,confined,riverine confined,4,208,,Paulin Creek Hardies Lane,Laguna 2013,RS035,,2013/08/29,2014/02/27 12:53:56,2020/08/03 23:54:18.867,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,,,General,-122.73764,38.46294,0.16293,Sonoma,bay/delta,,1,1,69,62.50,66.67,87.50,61.11,3.97,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3500,6.1,riverine,non-confined,riverine non-confined,5,208,,Santa Alicia Creek,Laguna 2013,RS043,,2013/09/12,2014/02/27 12:57:44,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,,,General,-122.70480,38.34317,0.31554,Sonoma,bay/delta,,1,1,54,75.00,58.33,25.00,58.33,7,,100,,,,,,0,,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3502,6.1,riverine,non-confined,riverine non-confined,5,208,,Pool Creek,Laguna 2013,RS021,,2013/09/12,2014/02/27 13:17:04,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,,,General,-122.80009,38.52790,0.13119,Sonoma,bay/delta,,1,1,68,82.92,75.00,62.50,52.78,6.7,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,sa,3503,6.1,riverine,confined,riverine confined,4,208,,Washoe Creek,Laguna 2013,RS047,,2013/09/13,2014/02/27 13:37:04,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,"Some planted willows; bank stabilizing; looks like some restoration work was done; lots of wasps<br />",,General,-122.73338,38.34667,0.19655,Sonoma,bay/delta,,1,1,,85.38,,,61.11,7,,100,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3504,6.1,riverine,non-confined,riverine non-confined,5,127,,Brown Farm / Riverine Begining Intercal,Laguna 2013,RS024,,2013/08/08,2014/02/27 13:44:09,2019/12/06 11:11:42.268,"David Gluchowski (other practitioner), Cara Clark (other practitioner), Chad Roberts (other practitioner), Kevin O'Connor (other practitioner), April Robinson (other practitioner)",,ambient,This is the riverine beginning intercalibration site.<br />,,General,-122.79685,38.40976,0.14024,Sonoma,bay/delta,,1,1,,82.92,66.67,,75.00,4,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3505,6.1,riverine,non-confined,riverine non-confined,5,208,,Channel near Jones Middle School,Laguna 2013,RS034,,2013/09/20,2014/02/27 13:57:24,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner), Bronwen Stanford (other practitioner)",,ambient,,,General,-122.67723,38.35068,0.20146,Sonoma,bay/delta,,1,1,70,85.38,83.33,37.50,75.00,1,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,sa,3507,6.1,riverine,confined,riverine confined,4,208,,Windsor Mobile Country Club,Laguna 2013,RS005,,2013/09/20,2014/02/27 14:11:33,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), Bronwen Stanford (other practitioner), David Gluchowski (other practitioner)",,ambient,"Moved AA upstream because of paved crossings; lateral extent cross in to the neighboring yards<br />",,General,-122.80580,38.53919,0.09012,Sonoma,bay/delta,,1,1,55,50.00,75.00,37.50,58.33,2,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,sa,3508,6.1,riverine,non-confined,riverine non-confined,5,208,,Sonoma Cutrer Vineyard,Laguna 2013,RS009,,2013/10/04,2014/02/27 14:24:40,2019/12/06 11:11:42.268,"April Robinson (lead practitioner), David Gluchowski (other practitioner)",,ambient,,,General,-122.83607,38.49290,0.09811,Sonoma,bay/delta,,1,1,54,75.00,66.67,25.00,50.00,3,,100,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,,3510,6.1,riverine,non-confined,riverine non-confined,5,122,,Triunfo Creek,,TRIUNFO1,,2013/11/21,2014/02/27 16:38:25,2014/03/03 14:33:19.966,Jared Varonin (lead practitioner),,ambient,,,,-118.82049,34.13221,0.89426,Los Angeles,south coast,,1,1,56,27.38,58.33,62.50,77.78,0,,200,34.13233,-118.82155,34.13211,-118.81912,wgs84,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,,3511,6.1,riverine,non-confined,riverine non-confined,5,122,,Triunfo Creek,,TRIUNFO2,,2013/11/21,2014/02/27 17:03:36,2014/03/03 14:33:19.966,Jared Varonin (lead practitioner),,,,,,-118.81177,34.13290,0.6791,Los Angeles,south coast,,1,1,60,37.50,75.00,50.00,77.78,31,,200,34.13303,118.81283,34.13269,-118.81066,wgs84,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2012,sp,3515,6.1,riverine,non-confined,riverine non-confined,5,917,,Strawberry Creek,SMC_2012,802S33561,802S33561,2012/06/04,2014/03/10 13:37:43,2019/12/06 09:16:00.076,Lauren Fah (lead practitioner),Robert Esquivel,ambient,,,SMC,-116.70965,33.74363,0.47288,Riverside,south coast,,1,1,55,64.88,58.33,37.50,61.11,5.27,,100,33.74331,-116.70963,33.74356,-116.71046,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2012,sp,3516,6.1,riverine,non-confined,riverine non-confined,5,917,,Santiago Creek,Region8_CSULB_SMC,801STC532,801STC532,2012/06/12,2014/03/10 13:45:08,2019/12/06 09:16:00.076,Lauren Fah (lead practitioner),Lauren Singleton,ambient,,,SMC,-117.83491,33.78074,0.46274,Orange,south coast,,1,1,58,67.67,50.00,37.50,77.78,40,,150,38.78125,-117.83451,33.78013,-117.83542,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3519,6.1,riverine,non-confined,riverine non-confined,5,181,,Natividad Creek - u/s Freedom Pkwy,SALINAS_FY2014,NAT-03,SALINAS 2014,2014/03/06,2014/03/13 09:34:47,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: AA delineated by paved trail on both sides. Lower end at boulder next to sign ""16"" at live oak tree, upper end ~ 50 m downstream footbridge at boulder / park bench. </p><p>Wide dense willow forest, multiple channels, sand &amp; mud filling in channel, channel is stable and well vegetated. <br /></p>",,General,-121.60489,36.70091,0.45727,Monterey,central coast,,1,1,56,37.50,41.67,62.50,80.56,73.7,,100,36.70126,-121.60456,36.70056,-121.60521,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3520,6.1,riverine,non-confined,riverine non-confined,5,181,,Gabilan Creek - 100 m south of dirt farm road,SALINAS_FY2014,GAB-04,SALINAS 2014,2014/03/04,2014/03/13 09:58:21,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: Upstream of Boronda Road, south of Natividad Rd.&nbsp; Riparian / channel between road crossings adjacent to farming / agriculture.&nbsp; AA is defined within willow canopy - entire AA surrounded by wire fence ~ 5 ft tall.&nbsp; </p><p>Mud / silt from agricultural run-off, sand on bars from upper watershed.&nbsp; <br /></p>",,General,-121.61554,36.72000,0.37097,Monterey,central coast,GAB-04,1,1,63,30.17,66.67,87.50,69.44,27,,125,36.72036,-121.61539,36.7195,-121.61572,nad83,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3521,6.1,riverine,non-confined,riverine non-confined,5,181,,"Natividad Creek - at park, above footbridge",SALINAS_FY2014,NAT-02,SALINAS 2014,2014/03/06,2014/03/13 10:57:02,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"Location: AA delineated by paved pathway on both sides. Lower end ~ 35 m upstream of footbridge adjacent to [circled] picnic area; upper end at edge of sand play area.&nbsp; <br />",,General,-121.61062,36.69844,0.29054,Monterey,central coast,NAT-02,1,1,62,62.50,41.67,62.50,80.56,57.7,,100,36.69883,-121.61044,36.69797,-121.61068,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2014,sp,3522,6.1,riverine,confined,riverine confined,4,181,,Gabilan Creek - 2nd Cul de Sac of Londonderry Way,SALINAS_FY2014,GAB - 03,SALINAS 2014,2014/03/04,2014/03/13 12:06:45,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"Location: AA starts above outfall at corner of Londonderry bounded by willow canopy along levee rd and paved road.&nbsp; <br />",,General,-121.62087,36.70923,0.39123,Monterey,central coast,GAB-03,1,1,73,80.63,83.33,62.50,63.89,12.6,,100,36.70797,-121.62086,36.70902,-121.62096,nad83,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3523,6.1,riverine,non-confined,riverine non-confined,5,181,,Gabilan Creek - 150 m u/s Constitution Blvd.,SALINAS_FY2014,GAB-02,SALINAS 2014,2014/03/05,2014/03/13 12:29:15,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: AA in between sidewalk along Little River Rd and Independence.&nbsp; Upstream end at concrete slab / rip rap that crosses creek.&nbsp; Downstream end just above outfall at Peaceful Cove.&nbsp; </p><p>Channel has moderate erosion below concrete revetment, also high sediment accumulation.&nbsp; No buffer due to road / park. Overstory dominated by cottonwood / sycamore.&nbsp; Understory dominated by CA blackberry &amp; grass.</p>",,General,-121.62192,36.70210,0.37913,Monterey,central coast,GAB-02,1,1,63,62.50,58.33,62.50,69.44,24,,100,36.70255,-121.62184,36.70175,-121.6219,nad83,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2014,sp,3524,6.1,riverine,confined,riverine confined,4,181,,Gabilan Creek - 130 m u/s of bridge at Sports Complex,SALINAS_FY2014,GAB-01,SALINAS 2014,2014/03/05,2014/03/13 12:56:19,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: AA bounded by top of bank along levee road and edge of young cottonwoods along bike / rec trail.&nbsp; Downstream end starts at the southeast corner of the parking lot. </p><p>North bank cleared of veg except for invasive weeds.&nbsp; South bank dense growth blackberries, coyote brush &amp; ceanothus, minimal tree cover.&nbsp; Channel all sand bottom - depositional area.&nbsp; Mosquito fish in pools.&nbsp; No overstory to create shading in channel. <br /></p>",,General,-121.62608,36.69472,0.26903,Monterey,central coast,GAB-01,1,1,51,45.42,58.33,37.50,63.89,36,,100,36.695,-121.62589,36.6944,-121.62651,nad83,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3525,6.1,riverine,non-confined,riverine non-confined,5,181,,Natividad Creek at Barton Elementary School,SALINAS_FY2014,NAT-01,SALINAS 2014,2014/03/05,2014/03/13 13:26:50,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: AA delineated by berm / low levee constructed between creek and field / school and top of bank along paved trail on south side.&nbsp; Lower end starts above split channel near backwater; upper end at T in fence at school for soccer field.&nbsp; </p><p>High water can top over short levee on north side and spill on to field and connect to existing wetland. Lower end of AA appears close to upper Carr lake with dense vegetation growing on margins. </p>",,General,-121.61710,36.69423,0.24876,Monterey,central coast,NAT-01,1,1,49,62.50,50.00,37.50,44.44,41,,100,36.69447,-121.61665,36.69403,-121.61735,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,,3527,6.1,riverine,non-confined,riverine non-confined,5,173,,Encinitas Blvd,,Enc,,2013/04/18,2014/03/18 16:40:32,2014/03/18 16:40:32.390,"Andrew Thomson (lead practitioner), Jayme Timberlake (other practitioner)",,,,,,-117.26302,33.06866,1.7554,San Diego,south coast,,1,1,77,83.88,83.33,62.50,77.78,0,,150,,,,,,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2013,,3528,6.1,riverine,non-confined,riverine non-confined,5,173,,CC-Mid-12,,CC-12,RMV CRAM,2013/09/05,2014/03/19 09:11:58,2015/06/03 15:18:18.332,"Andrew Thomson (lead practitioner), Doug Gettinger (other practitioner)",,,,,,-117.61112,33.55322,0.4919,Orange,south coast,,1,1,79,85.38,75.00,62.50,91.67,4.3,,200,,,,,,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3530,6.1,riverine,non-confined,riverine non-confined,5,181,,Natividad Creek Upper / Agricultural,SALINAS_FY2014,NAT-04,SALINAS 2014,2014/03/21,2014/03/24 10:49:47,2019/12/06 11:11:42.268,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Location: Natividad Reach upstream of Boronda Rd.&nbsp; Riparian forest with adjacent farmland.&nbsp; AA was uppermost forest before bare ditch.&nbsp; East side: road / fields, no veg, AA at fence line.&nbsp; West side: berm along creek, willow forest on outside of berm.&nbsp; </p><p>Channel is disconnected to riparian forest on west bank, result of berm and incision.&nbsp; Current channel may have been moved away from forest.&nbsp; </p><p>Potential:</p><p>&nbsp;- create buffer on east bank / vegetate with natives</p><p>&nbsp;- remove berm to allow flows access to floodplain on west bank &amp; existing willows</p><p>&nbsp;- reduce runoff and sediment to channel with swales, filter strips</p>",,General,-121.59882,36.70895,0.18734,Monterey,central coast,NAT - 04,1,1,39,41.00,41.67,25.00,50.00,10.1,,100,36.70936,-121.59871,36.70852,-121.59892,nad83,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2014,,3556,6.1,riverine,confined,riverine confined,4,1254,,Wineman Stockpond Riverine,,,,2014/04/23,2014/05/16 15:25:03,2014/06/02 15:41:53.860,Jon Hall (lead practitioner),Daniel Bohlman,restoration,Assessment done 5 months following completion of restoration project. <br />,,,-120.45444,35.03507,0.29623,San Luis Obispo,central coast,,1,1,55,85.38,58.33,37.50,38.89,4.4,,100,35.034,-120.453,35.035,-120.455,wgs84,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,,3557,6.1,riverine,non-confined,riverine non-confined,5,547,,Lake Forest WQIP 1x,,Lake Forest WQIP 1x,Lake Forest WQIP 1x,2014/05/07,2014/05/16 18:22:01,2017/09/01 12:57:34.179,"Micki Kelly (lead practitioner), Carol Beahan (other practitioner)",,,,,,-120.11578,39.18123,0.09722,Placer,sierra,,1,1,59,48.92,83.33,37.50,66.67,1.52,,152,391153,1200656,391051,1200655,,1,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,,3558,6.1,riverine,non-confined,riverine non-confined,5,547,,Lake Forest WQIP 4x,,Lake Forest WQIP 4x,Lake Forest WQIP 4x,2014/05/07,2014/05/16 18:43:26,2017/09/01 12:57:34.179,"Micki Kelly (lead practitioner), Carol Beahan (other practitioner)",,,,,,-120.11191,39.18490,0.0451,Placer,sierra,,1,1,43,35.75,75.00,25.00,36.11,0.6,,6,391106,1200643,391106,1200643,,0,,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2013,,3562,6.1,riverine,confined,riverine confined,4,1254,,Wineman Stockpond Riverine,,,,2013/06/05,2014/06/02 15:23:23,2014/06/02 16:24:47.800,Jon Hall (lead practitioner),,restoration,Pre-project Monitoring<br />,,,-120.45444,35.03507,0.29623,San Luis Obispo,central coast,,1,1,55,85.38,58.33,37.50,38.89,4.4,,100,35.03499,-120.45389,,,wgs84,0,,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3565,6.1,riverine,non-confined,riverine non-confined,5,453,,Bouquet Canyon Middle Reach AAI,Bouquet Canyon Subwatershed Assessment Project,AAI,2014-084,2014/06/05,2014/06/26 15:59:39,2019/12/06 11:11:42.268,Scott Taylor (lead practitioner),Jesse Byrd,ambient,,,General,-118.46086,34.49031,0.28289,Los Angeles,south coast,,1,1,48,75.75,58.33,25.00,33.33,1.7,,165,34.49457,118.4579,34.48516,118.46239,nad83,0,ephemeral,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3596,6.1,riverine,non-confined,riverine non-confined,5,181,,Stevens Creek at Stevens Creek County Park,BASMAA_RMC_FY2014,205R01187,SCVURPPP 2014,2014/06/25,2014/07/25 10:37:53,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Site Description: Stevens Creek County Park - between parking lot and dam.&nbsp; AA is defined by tree cover growing on broad flood plain.</p><p>Comments: Very high fine sediment accumulation silty bottom and turbid water.</p><p></p>",,RMC,-122.07462,37.30236,0.74666,Santa Clara,bay/delta,,1,1,73,52.79,75.00,87.50,75.00,6.8,,150,37.30162,-122.07473,37.30299,-122.07446,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3597,6.1,riverine,non-confined,riverine non-confined,5,181,,Stevens Creek at McClellan Ranch Park,BASMAA_RMC_FY2014,205R01443,SCVURPPP 2014,2014/06/25,2014/07/25 10:56:46,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Site Location: Site at lower end of McClellan Ranch at large gravel bar at top end of river bend. </p><p>Comments: Low flow, stagnant pools</p>",,RMC,-122.06234,37.31527,0.59755,Santa Clara,bay/delta,,1,1,63,50.00,58.33,62.50,80.56,8.9,,150,37.31545,-122.06317,37.31477,-122.06168,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3598,6.1,riverine,non-confined,riverine non-confined,5,181,,Adobe Creek at Manresa Way,BASMAA_RMC_FY2014,205R00883,SCVURPPP 2014,2014/06/25,2014/07/25 11:17:18,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Nick Zigler (other practitioner)",,ambient,"<p>Site Location: Upstream of Manresa Way - runs along large open parcel owned by Jesuits.&nbsp; AA defined by trees growing along top of bank.&nbsp; </p><p>Comments: Creek is dry below Manresa - most of Adobe is dry except this reach .&nbsp; Very incised channel. <br type=""_moz"" /></p>",,RMC,-122.11758,37.37038,0.45146,Santa Clara,bay/delta,,1,1,62,79.75,41.67,50.00,75.00,4.9,,150,37.36987,-122.11747,37.37074,-122.1177,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3599,6.1,riverine,non-confined,riverine non-confined,5,181,,Lower Silver Creek at Lausette Ave.,BASMAA_RMC_FY2014,205R00979,SCVURPPP 2014,2014/06/23,2014/07/25 11:46:51,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Carol Boland (other practitioner)",,ambient,"<p>Site Location: Reach is above Sunset Ave, starts at 30 inch outfall / footbridge - ends at culvert below E. San Antonio.&nbsp; AA defined by top of levee for both banks.&nbsp; Right bank is Gabion wall w/ levee road upstream.</p><p>Comments: flood prone area.&nbsp; Majority of vegetation in tall/very tall is on the left bank.&nbsp; </p>",,RMC,-121.84611,37.35391,0.41747,Santa Clara,bay/delta,,1,1,57,50.00,83.33,37.50,55.56,7.2,,150,37.35355,-121.84538,37.35432,-121.84674,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2014,sp,3600,6.1,riverine,confined,riverine confined,4,181,,Thompson Creek d/s Aborn,BASMAA_RMC_FY2014,205R00915,SCVURPPP 2014,2014/06/23,2014/07/25 12:10:15,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Carol Boland (other practitioner)",,ambient,"<p>Site Location: Downstream Aborn road, between levee roads - makes AA continued system.&nbsp; </p><p>Comments: Creek is flowing below Aborn (from Restoration site - planted vegetation)</p>",,RMC,-121.79559,37.31437,0.42595,Santa Clara,bay/delta,,1,1,61,67.67,50.00,62.50,63.89,8.4,,150,37.314,-121.79508,37.3147,-121.79623,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rc,2014,sp,3601,6.1,riverine,confined,riverine confined,4,181,,Arroyo Coches above Piedmont Rd.,BASMAA_RMC_FY2014,205R00851,SCVURPPP 2014,2014/06/23,2014/07/25 12:30:58,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Carol Boland (other practitioner)",,ambient,"<p>Site Location: Above Piedmont Road, between Calvera Road and Adobe Park - creek is channelized below Piedmont.</p><p>Comments: Channel mostly dry with stagnant parts.</p><p></p>",,RMC,-121.87053,37.43835,0.17324,Santa Clara,bay/delta,,1,1,67,35.75,91.67,75.00,63.89,3.3,,100,37.43824,-121.86991,37.43828,-121.87107,nad83,0,intermittent,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
rnc,2014,sp,3602,6.1,riverine,non-confined,riverine non-confined,5,181,,Guadalupe RIver at W. Rosemary St.,BASMAA_RMC_FY2014,205R01027,SCVURPPP 2014,2014/06/24,2014/07/25 12:48:26,2019/12/06 09:16:00.076,"Paul Randall (lead practitioner), Carol Boland (other practitioner)",,ambient,Site Location: Between airport and Hwy 87 - AA defined by cottonwood overstory - typically at bottom of levee - banks provide the buffer up to bike trail or Hwy.<br />,,RMC,-121.91391,37.35653,0.42024,Santa Clara,bay/delta,,1,1,69,37.50,83.33,87.50,66.67,12.1,,100,37.3561,-121.91361,37.35694,-121.91432,nad83,1,perennial,,not recorded,not recorded,,,,,,,,,,,,,,,,,,,,
